# $Id$
Audiocodes TrunkPack Network Control Protocol (TPNCP) Version L5.60.000.000
acEV_NONE 0
acEV_ERROR 1
acEV_DIGIT 2
acEV_TONE 3
acEV_DIAL_ENDED 4
acEV_TONE_ENDED 5
acEV_VOICE_PROMPT_ENDED 6
acEV_DEBUG 7
acEV_RTCP 8
acEV_DETECT_FAX 10
acEV_END_FAX 11
acEV_DETECT_MODEM 12
acEV_END_MODEM 13
acEV_ON_HOOK 14
acEV_OFF_HOOK 15
acEV_DETECT_FAX_PAGE 16
acEV_CAS_CHANGED 17
acEV_DETECT_CALL_PROGRESS_TONE 18
acEV_TONE_DETECTED 18
acEV_END_CALL_PROGRESS_TONE 19
acEV_END_TONE_DETECTED 19
acEV_BOARD_STARTED 20
acEV_RTCP_EXT_RECEIVED 21
acEV_DESTINATION_IP_FOUND 22
acEV_DSP_SOFTWARE_REPLACEMENT_DONE 23
acEV_DSP_RESTARTED 24
acEV_DETECT_ANSWER_TONE 25
acEV_DETECT_MODEM_RETRAIN 26
acEV_END_MODEM_RETRAIN 27
acEV_END_SENDING_CAS 28
acEV_END_PLAYING_CALL_PROGRESS_TONE 29
acEV_DETECT_RING 30
acEV_END_RING 31
acEV_END_BIT 32
acEV_KEEP_ALIVE 33
acEV_DETECT_CALLER_ID 34
acEV_FLASH_HOOK 35
acEV_FAX_MODULATION_TYPE_CHANGE 36
acEV_ICMP_ECHO_DESTINATION_IP_FOUND 37
acEV_BROKEN_CONNECTION 38
acEV_BROKEN_RTP_CONNECTION 38
acEV_CONNECTION_ESTABLISHED 39
acEV_CALLER_ID_END 40
acEV_LONG_DIGIT 41
acEV_RTCP_CLOSE 42
acEV_GET_RESPONSE 43
acEV_CUSTOMER_KEY_RESPONSE 44
acEV_COMMAND_ACK 45
acEV_SPECIAL_INFORMATION_TONE_DETECTED 46
acEV_USER_DEFINED_TONE_DETECTED 47
acEV_CO1_TONE_DETECTED 48
acEV_CO2_TONE_DETECTED 49
acEV_START_OF_SPEECH 50
acEV_END_OF_SPEECH 51
acEV_STOP_PLAY_ON_BARGE_IN 52
acEV_SIGNAL_BELOW_THRESHOLD 53
acEV_SIGNAL_ABOVE_THRESHOLD 54
acEV_PATTERN_DETECTED 55
acEV_PATTERN_STOPPED 56
acEV_TFO_SYNC_PATTERN_DETECTED 57
acEV_FAST_SLOW_PLAYBACK_ENDED 58
acEV_NO_LICENSE_KEY 59
acEV_LICENSE_KEY_ENABLED_FEATURES 60
acEV_PSTN_OAM_CONFIRM 61
acEV_PLAY_TERMINATED 62
acEV_RECORD_TERMINATED 63
acEV_PSTN_INTERNAL_ERROR 64
acEV_PSTN_CALL_CONNECTED 65
acEV_PSTN_INCOMING_CALL_DETECTED 66
acEV_PSTN_CALL_DISCONNECTED 67
acEV_PSTN_CALL_RELEASED 68
acEV_PSTN_REMOTE_ALERTING 69
acEV_PSTN_STARTED 70
acEV_PSTN_RESERVED 71
acEV_ISDN_PROGRESS_INDICATION 72
acEV_PSTN_PROCEEDING_INDICATION 73
acEV_PSTN_ALARM 74
acEV_RESERVED 75
acEV_PSTN_LINE_INFO 76
acEV_PSTN_LOOP_CONFIRM 77
acEV_PSTN_RESTART_CONFIRM 78
acEV_ISDN_SERVICE_CHANGE 79
acEV_PSTN_ERROR 80
acEV_PSTN_WAITING_FOR_BG 81
acEV_ISDN_DCHANNEL_STATUS 82
acEV_ISDN_OVLP_DIGIT_IN 83
acEV_ISDN_SETUP_ACK_IN 84
acEV_PSTN_CALL_INFORMATION 85
acEV_PSTN_DBG_INFO 86
acEV_PSTN_CLOCK_SOURCE_CHANGED 87
acEV_ISDN_RAW_DATA_Q931_IN 88
acEV_Q931_RELAY_MODE 89
acEV_PSTN_RESERVED_2 90
acEV_ISDN_DUPLICATE_Q931_BUFF_MODE_INFO 90
acEV_ISDN_DUPLICATE_Q931_BUFF_MODE 90
acEV_PSTN_CONN_ID_USAGE_REPORT 91
acEV_ISDN_FACILITY_MESSAGE 92
acEV_INVALID_LICENSE_KEY 93
acEV_LICENSE_KEY_UPDATED 94
acEV_LICENSE_KEY 95
acEV_PSTN_T1E1_SPAN_MODIFIED 96
acEV_PSTN_LAST_RECEIVED_CAS 97
acEV_PSTN_METERING 98
acEV_TDM_QUERY_ALL_CONNECTIONS 99
acEV_TDM_CONNECTION_INFO 100
acEV_PSTN_DS3_LOOP_CONFIRM 101
acEV_PSTN_M12_LOOP_INFO 102
acEV_PSTN_M23_LOOP_INFO 103
acEV_FREE_DSP_CHANNEL_RESOURCES_BELOW_THRESHOLD 104
acEV_FREE_DSP_CHANNEL_RESOURCES_ABOVE_THRESHOLD 105
acEV_DSP_TOTAL_VALID_CHANNEL_RESOURCES_DECREASED 106
acEV_CLOSE_CHANNEL_DUE_TO_BAD_DSP 107
acEV_OPEN_CHANNEL_FAILED_DUE_TO_LACK_OF_RESOURCES 108
acEV_CAS_TABLE_INSERTED 109
acEV_V5_ESTABLISH 110
acEV_V5_ESTABLISH_ACK 111
acEV_V5_DISCONNECT 112
acEV_V5_DISCONNECT_COMPLETE 113
acEV_V5_ALLOCATION 114
acEV_V5_ALLOCATION_RESPONSE 115
acEV_V5_DE_ALLOCATION 116
acEV_V5_DE_ALLOCATION_RESPONSE 117
acEV_SS7_LINK_STATE_CHANGED 118
acEV_SS7_LINK_SET_STATE_CHANGED 119
acEV_SS7_ROUTE_SET_STATE_CHANGED 120
acEV_SS7_SN_STATE_CHANGED 121
acEV_SS7_CONFIGURATION_FILE_ERROR 122
acEV_SS7_MSU_ERROR 123
acEV_SS7_LINK_CONGESTION 124
acEV_SS7_CONSTANTS_RESPONSE 125
acEV_ANALOG_IF_REVERSAL_POLARITY_PULSE_END 126
acEV_ANALOG_IF_METERING_PULSE_END 127
acEV_CAS_SEIZURE_DETECTED 128
acEV_CAS_CHANNEL_BLOCKED 129
acEV_PSTN_TRACE_BUFFER 130
acEV_PSTN_CALL_STATE_RESPONSE 131
acEV_CAS_SEIZURE_ACK 132
acEV_CAS_ACKNOWLEDGE_WK 133
acEV_CAS_START_WK 134
acEV_CAS_CONTINUE_WK 135
acEV_CAS_FLASH_HOOK_DETECTED 136
acEV_PLAY_STREAM_ACTIVATED 137
acEV_RECORD_STREAM_ACTIVATED 138
acEV_PLAY_STREAM_ENDED 139
acEV_RECORD_STREAM_ENDED 140
acEV_STREAM_SESSION_CLOSED 141
acEV_HTTP_ERROR 142
acEV_STREAM_ERROR 143
acEV_PLAY_TONE_ENDED 144
acEV_BOARD_READY 145
acEV_VOICE_PROMPT_DATA_BASE_STATUS_RESPONSE 146
acEV_VOICE_PROMPT_ADDITION_ENDED 147
acEV_URL_VALIDITY_PASSED 148
acEV_VOICE_PROMPT_ATTRIBUTES 149
acEV_ATM_NETWORK_CAS_CHANGE 150
acEV_ATM_NETWORK_VOICE_PACKET_CID_NOT_ACTIVE 151
acEV_ATM_NETWORK_OAM_REPORT 152
acEV_ATM_OC3_ALARM_STATUS 153
acEV_ATM_VCC_STATISTICS 154
acEV_ANNOUNCEMENT_SEQUENCE_ENDED 155
acEV_REMOTE_AGGREGATION_SESSION_SEQUENCE_CHANGED 156
acEV_ISDN_Q931_NOTIFY_MESSAGE 157
acEV_ISDN_Q931_INFORMATION_MESSAGE 158
acEV_ANSWERING_MACHINE_DETECTOR_DECISION 159
acEV_CHANNEL_INFO 160
acEV_DIALED_STRING 161
acEV_CURRENT_DIALED_SUB_STRING 162
acEV_CURRENT_DIGIT_MAP 163
acEV_CP_CALL_AGENT_CHANGE_OVER 164
acEV_CP_HEALTH_CHECK_STATUS_CHANGED 165
acEV_CALL_AGENT_STATUS_RESPONSE 166
acEV_TRUNK_END_POINTS_RESPONSE 167
acEV_REDUNDANT_TER_ERROR 168
acEV_REDUNDANT_RELAY_TEST_RESULT 169
acEV_L2TP_CLOSE_SESSION 170
acEV_L2TP_OPEN_SESSION 171
acEV_L2TP_OUTGOING_CALL_REQUEST 172
acEV_L2TP_TUNNEL_STATISTICS 173
acEV_L2TP_SESSION_STATISTICS 174
acEV_L2TP_QUERY_TUNNEL_PARAMETERS 175
acEV_SS7_MTP3_LINK_STATUS_RESPONSE 176
acEV_SS7_MTP3_LINK_SET_STATUS_RESPONSE 177
acEV_SS7_MTP3_ROUTE_SET_STATUS_RESPONSE 178
acEV_SS7_MTP3_SN_STATUS_RESPONSE 179
acEV_MODEM_CONNECT 180
acEV_MODEM_DISCONNECT 181
acEV_MODEM_DEBUG 182
acEV_MODEM_STATUS 183
acEV_AMS_VOICE_PROMPT_REPOSITORY_SWITCH_COMPLETED 184
acEV_AMS_VOICE_PROMPT_REPOSITORY_RELEASE_REQUEST 185
acEV_AMS_VOICE_PROMPT_REPOSITORY_RELEASE_COMPLETED 186
acEV_AMS_AUDIO_STAGING_STATUS_RESPONSE 187
acEV_AMS_AUDIO_ALARM 188
acEV_ADMIN_STATE_CHANGED 189
acEV_FAX_TERMINATION_EVENT 190
acEV_FAX_TERMINATION_STATUS 191
acEV_RADIUS_ACCESS_REQUEST_ACCEPTED 192
acEV_RADIUS_ACCESS_REQUEST_REJECTED 193
acEV_RADIUS_ACCESS_REQUEST_TIME_OUT 194
acEV_RADIUS_ACCOUNTING_REQUEST_ACCEPTED 195
acEV_RADIUS_ACCOUNTING_REQUEST_TIME_OUT 196
acEV_PSTN_REDUNDANCY_PH_ENDED 197
acEV_PSTN_REDUNDANCY_CONFIG_COMPLETED 198
acEV_FAX_TERMINATION_LOG_PRINT 199
acEV_T8105_REGISTER_QUERY 200
acEV_TDM_SAMPLE_RESPONSE 201
acEV_BYPASS_SESSION_STARTED 202
acEV_BYPASS_SESSION_ENDED 203
acEV_SYSTEM_CPU_OVERLOAD_CONDITION 204
acEV_SYSTEM_RETURNED_TO_NORMAL_CPU_USAGE 205
acEV_GET_HIGH_AVAILABILITY_RESPONSE 206
acEV_END_ENERGY_MEASUREMENT 207
acEV_END_TRUNK_TESTING_FSK_MEASUREMENT 208
acEV_END_PLAYING_TONE_SEQUENCE 209
acEV_REMOTE_BOARD_REMOVAL_PENDING 210
acEV_PSTN_TER_REDUNDANT_RESET_ACK 211
acEV_ENERGY_MEASUREMENT 212
acEV_FSK_TRUNK_TESTING_MEASUREMENT 213
acEV_H100_CLOCK_ERROR 214
acEV_CLOCK_STATUS 215
acEV_H100_CLOCK_STATUS 215
acINTERNAL_EV_PING_LOST 216
acINTERNAL_EV_PING_FOUND 217
acEV_TRANSFERRED_CALL_DISCONNECTED 218
acEV_CONFERENCE_INFO 219
acEV_CONFERENCE_PARTICIPANT_INFO 220
acEV_CONFERENCE_GENERAL_INFO 221
acEV_SOFTWARE_DEVELOPMENT_GENERIC_EVENT 222
acEV_ANALOG1_RES 223
acEV_ANALOG2_RES 224
acEV_ANALOG3_RES 225
acEV_ANALOG_IF_GROUND_KEY_POLARITY_DETECTION 226
acEV_ANALOG_IF_GROUND_KEY_DETECTION 227
acEV_ANALOG_IF_E_M_STATUS 228
acEV_ANALOG_IF_FXO_STATUS 229
acEV_ANALOG_IF_FXS_STATUS 230
acEV_ANALOG_IF_FORCED_DISCONNECT_DETECTED 231
acEV_ANALOG_IF_PCM_SYNC_FAIL 232
acEV_ANALOG_IF_DETECT_METERING_TONE 233
acEV_ANALOG_IF_END_METERING_TONE 234
acEV_ANALOG_IF_OUT_OF_SERVICE 235
acEV_ANALOG_IF_CONNECTED 236
acEV_ANALOG_IF_REVERSAL_POLARITY_DETECTED 237
acEV_ANALOG_IF_WINK 238
acEV_ANALOG_IF_WINK_DETECTION 238
acEV_ANALOG_IF_SEIZURE_DETECTED 239
acEV_ANALOG_IF_REMOTE_DISCONNECT 240
acEV_FAR_END_DISCONNECTED 240
acEV_ANALOG_IF_DETECT_SIGNATURE_TEST 241
acEV_ANALOG_IF_END_SIGNATURE_TEST 242
acEV_ANALOG_IF_DETECT_WAITING_MESSAGE 243
acEV_ANALOG_IF_END_WAITING_MESSAGE 244
acEV_ANALOG_IF_RING_START 245
acEV_ANALOG_IF_RING_END 246
acEV_ANALOG_IF_FXO_CHECKSUM_FAILED 247
acEV_ANALOG_IF_LOOP 248
acEV_ANALOG_IF_REGISTER 249
acEV_ANALOG_IF_READ_REGISTER 250
acEV_PHY_LINK_UP 251
acEV_PHY_LINK_DOWN 252
acEV_QUERY_LAN_STATUS_RESPONSE 253
acEV_LAN_PORT_SWITCHED_TO_REDUNDANT 254
acEV_HIGH_TEMPERATURE 255
acEV_ATM_SAAL_ERROR_REPORT 256
acEV_ATM_SAAL_STATUS_REPORT 257
acEV_ATM_SAAL_INFO_REPORT 258
acEV_SDH_APS_SWITCH_OVER 259
acEV_PLAY_BUFFER_PROCESSED 260
acEV_RECORD_BUFFER_PROCESSED 261
acEV_ANALOG_IF_LINE_DISCONNECTED 262
acEV_ANALOG_IF_LINE_CONNECTED 263
acEV_ANALOG_IF_CURRENT_DISCONNECT_DETECTED 264
acEV_ANALOG_IF_REMOTE_CONNECT 265
acEV_FAR_END_CONNECTED 265
acEV_TEMPERATURE 266
acEV_ANALOG_NTT_CALLER_ID_FAILED 267
acEV_ANALOG_IF_RING_TIMEOUT_EXPIRED 268
acEV_REDUNDANCY_STATISTICS 269
acEV_PSTN_GENERIC_COMMAND_SHORT 270
acEV_PSTN_GENERIC_COMMAND_LONG 271
acEV_PSTN_STACK_MESSAGE 272
acEV_TRUNK_TRAFFIC_ACKNOWLEDGE 273
acEV_PSTN_DS3_ALARM 274
acEV_PSTN_T2_ALARM 275
